SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLARS PER SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,NUM_UNITS,Association Heat,Association Water,Pool,Other Extras,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-1-2020,Condo/Co-op,344 Wisconsin Ave #1,Oak Park,IL,60302,197000.00,2.00,1.00,Oak Park,1500.00,,,102.00,131.00,425.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/344-Wisconsin-Ave-60302/unit-1/home/168346439,MRED,10640548,N,Y,41.8817602,-87.8020839
PAST SALE,December-4-2019,Condo/Co-op,403 S Harvey Ave Unit 1A,Oak Park,IL,60302,86000.00,1.00,1.00,Oak Park,764.00,,1910.00,312.00,113.00,291.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/403-S-Harvey-Ave-60302/unit-1A/home/12636265,MRED,10455851,N,Y,41.881469,-87.7817029
PAST SALE,,Condo/Co-op,5 Randolph St Unit 2C,Oak Park,IL,60302,126000.00,3.00,1.00,,1170.00,,,,108.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/5-Randolph-St-60302/unit-2C/home/13267052,,,N,Y,41.883859,-87.775227
PAST SALE,,Condo/Co-op,1038 Superior St Unit 2E,Oak Park,IL,60302,167500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1038-Superior-St-60302/unit-2E/home/12573306,,,N,Y,41.8932419,-87.8021721
PAST SALE,August-21-2020,Condo/Co-op,1039 N Harlem Ave Unit 1SD,Oak Park,IL,60302,150000.00,2.00,1.00,Oak Park,1000.00,,1968.00,51.00,150.00,358.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1039-N-Harlem-Ave-60302/unit-1SD/home/172442196,MRED,10777710,N,Y,41.899422,-87.8049769
PAST SALE,August-3-2020,Condo/Co-op,313 Wisconsin Ave Unit 2N,Oak Park,IL,60302,243000.00,3.00,1.00,Oak Park,1500.00,,1907.00,69.00,162.00,380.00,Sold,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/313-Wisconsin-Ave-60302/unit-2N/home/12604699,MRED,10707167,N,Y,41.882696,-87.802838
PAST SALE,,Condo/Co-op,816 S Maple Ave Unit 2S,Oak Park,IL,60304,187500.00,2.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/816-S-Maple-Ave-60304/unit-2S/home/12688296,,,N,Y,41.8746523,-87.8033291
PAST SALE,November-15-2019,Condo/Co-op,110 S Marion St #308,Oak Park,IL,60302,545000.00,3.00,2.50,Oak Park,1932.00,,2006.00,331.00,282.00,549.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/110-S-Marion-St-60302/unit-308/home/18939621,MRED,10429664,N,Y,41.8864362,-87.8022247
PAST SALE,February-27-2020,Condo/Co-op,339 Home Ave Unit 3A,Oak Park,IL,60302,202500.00,2.00,2.00,Oak Park,1200.00,,,227.00,169.00,348.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/339-Home-Ave-60302/unit-3A/home/13270321,MRED,10578552,N,Y,41.881846,-87.800385
PAST SALE,September-24-2020,Condo/Co-op,208 N Oak Park Ave Unit 2HH,Oak Park,IL,60302,170000.00,2.00,1.00,Oak Park,900.00,,1922.00,17.00,189.00,440.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/208-N-Oak-Park-Ave-60302/unit-2HH/home/13270887,MRED,10796509,N,Y,41.8909974,-87.7940335
